",""Kingdom"",""Phylum"",""Class"",""Order"",""Family"",""Genus"",""Species"""
"ASV1079,""Bacteria"",""Firmicutes"",""Bacilli"",""Bacillales"",""Alicyclobacillaceae"",""Tumebacillus"",NA"
"ASV1080,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Corynebacteriales"",""Corynebacteriaceae"",""Corynebacterium_1"",NA"
"ASV1081,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Pseudonocardiales"",""Pseudonocardiaceae"",""Pseudonocardia"",NA"
"ASV1082,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Streptomycetales"",""Streptomycetaceae"",""Streptomyces"",NA"
"ASV1083,""Bacteria"",""Firmicutes"",NA,NA,NA,NA,NA"
"ASV1084,""Bacteria"",""Firmicutes"",""Bacilli"",""Lactobacillales"",""Lactobacillaceae"",""Lactobacillus"",NA"
"ASV1085,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Propionibacteriales"",""Nocardioidaceae"",""Nocardioides"",NA"
"ASV1086,""Bacteria"",""Chloroflexi"",""Chloroflexia"",""Chloroflexales"",""Roseiflexaceae"",""Kouleothrix"",NA"
"ASV1087,""Bacteria"",""Actinobacteria"",""MB-A2-108"",NA,NA,NA,NA"
"ASV1088,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Frankiales"",""Sporichthyaceae"",NA,NA"
"ASV1089,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Microbacteriaceae"",NA,NA"
"ASV1090,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Acetobacterales"",""Acetobacteraceae"",NA,NA"
"ASV1091,""Bacteria"",""Actinobacteria"",""Thermoleophilia"",""Gaiellales"",NA,NA,NA"
"ASV1092,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Corynebacteriales"",""Corynebacteriaceae"",""Corynebacterium_1"",NA"
"ASV1093,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Microbacteriaceae"",""Subtercola"",NA"
"ASV1094,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Frankiales"",""Geodermatophilaceae"",""Antricoccus"",NA"
"ASV1095,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",""Hymenobacteraceae"",""Hymenobacter"",NA"
"ASV1096,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Sphingomonadales"",""Sphingomonadaceae"",""Sphingomonas"",NA"
"ASV1097,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rhizobiales"",""Rhizobiaceae"",""Aureimonas"",NA"
"ASV1098,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Kineosporiales"",""Kineosporiaceae"",""Kineococcus"",NA"
"ASV1099,""Bacteria"",""Actinobacteria"",""Acidimicrobiia"",""Microtrichales"",""Ilumatobacteraceae"",""Ilumatobacter"",NA"
"ASV1100,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Microbacteriaceae"",""Rathayibacter"",NA"
"ASV1101,""Bacteria"",""Firmicutes"",""Bacilli"",""Bacillales"",""Bacillaceae"",NA,NA"
"ASV1102,""Bacteria"",""Firmicutes"",""Bacilli"",""Lactobacillales"",""Lactobacillaceae"",""Lactobacillus"",NA"
"ASV1103,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"ASV1104,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Pseudonocardiales"",""Pseudonocardiaceae"",""Actinomycetospora"",NA"
"ASV1105,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Sphingomonadales"",""Sphingomonadaceae"",""Sphingomonas"",NA"
"ASV1106,""Bacteria"",""Chloroflexi"",""JG30-KF-CM66"",NA,NA,NA,NA"
"ASV1107,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Propionibacteriales"",""Nocardioidaceae"",""Nocardioides"",NA"
"ASV1108,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Streptomycetales"",""Streptomycetaceae"",""Streptomyces"",NA"
"ASV1109,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Sphingomonadales"",""Sphingomonadaceae"",""Sphingomonas"",NA"
"ASV1110,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",""Hymenobacteraceae"",""Hymenobacter"",NA"
"ASV1111,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Peptostreptococcaceae"",""Romboutsia"",NA"
"ASV1112,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Streptomycetales"",""Streptomycetaceae"",""Streptomyces"",NA"
"ASV1113,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Propionibacteriales"",""Nocardioidaceae"",""Nocardioides"",NA"
"ASV1114,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micromonosporales"",""Micromonosporaceae"",""Luedemannella"",NA"
"ASV1115,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Flavobacteriales"",""Weeksellaceae"",""Chryseobacterium"",""soldanellicola"""
"ASV1116,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rhizobiales"",""Rhizobiaceae"",""Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"",NA"
"ASV1117,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",""Burkholderiaceae"",""Pandoraea"",NA"
"ASV1118,""Bacteria"",""Patescibacteria"",""Saccharimonadia"",""Saccharimonadales"",NA,NA,NA"
"ASV1119,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",NA,NA,NA"
"ASV1120,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",""Burkholderiaceae"",NA,NA"
"ASV1121,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",""Burkholderiaceae"",""Massilia"",NA"
"ASV1122,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Flavobacteriales"",""Weeksellaceae"",""Chryseobacterium"",""tenax"""
"ASV1123,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Sphingomonadales"",""Sphingomonadaceae"",""Sphingomonas"",NA"
"ASV1124,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Pseudomonadales"",""Pseudomonadaceae"",""Pseudomonas"",NA"
"ASV1125,""Bacteria"",""Actinobacteria"",""Thermoleophilia"",""Solirubrobacterales"",""Solirubrobacteraceae"",""Conexibacter"",NA"
"ASV1126,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",""Hymenobacteraceae"",""Hymenobacter"",NA"
"ASV1127,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Corynebacteriales"",""Nocardiaceae"",""Rhodococcus"",""fascians"""
"ASV1128,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Kineosporiales"",""Kineosporiaceae"",""Quadrisphaera"",NA"
"ASV1129,""Bacteria"",""Patescibacteria"",""Saccharimonadia"",""Saccharimonadales"",""Saccharimonadaceae"",NA,NA"
"ASV1130,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Microbacteriaceae"",""Frondihabitans"",NA"
"ASV1131,""Bacteria"",""Actinobacteria"",""Actinobacteria"",NA,NA,NA,NA"
"ASV1132,""Bacteria"",""Firmicutes"",""Bacilli"",""Lactobacillales"",""Carnobacteriaceae"",NA,NA"
"ASV1133,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",""Hymenobacteraceae"",""Hymenobacter"",NA"
"ASV1134,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",""Hymenobacteraceae"",""Hymenobacter"",NA"
"ASV1135,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Corynebacteriales"",""Mycobacteriaceae"",""Mycobacterium"",NA"
"ASV1136,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""PeM15"",NA,NA,NA"
"ASV1137,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Flavobacteriales"",""Weeksellaceae"",""Chryseobacterium"",NA"
"ASV1138,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Flavobacteriales"",""Flavobacteriaceae"",""Flavobacterium"",NA"
"ASV1139,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rickettsiales"",""Mitochondria"",NA,NA"
"ASV1140,""Bacteria"",""Patescibacteria"",""Saccharimonadia"",""Saccharimonadales"",""Saccharimonadaceae"",NA,NA"
"ASV1141,""Bacteria"",""Actinobacteria"",""Coriobacteriia"",""Coriobacteriales"",""Coriobacteriaceae"",""Collinsella"",NA"
"ASV1142,""Bacteria"",""Deinococcus-Thermus"",""Deinococci"",""Deinococcales"",""Deinococcaceae"",""Deinococcus"",NA"
"ASV1143,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Acetobacterales"",""Acetobacteraceae"",""Belnapia"",""moabensis"""
"ASV1144,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Sphingomonadales"",""Sphingomonadaceae"",""Sphingomonas"",NA"
"ASV1145,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",""Burkholderiaceae"",""Herbaspirillum"",NA"
"ASV1146,""Bacteria"",""Actinobacteria"",""Acidimicrobiia"",""IMCC26256"",NA,NA,NA"
"ASV1147,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Sphingomonadales"",""Sphingomonadaceae"",""Sphingomonas"",NA"
"ASV1148,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Enterobacteriales"",""Enterobacteriaceae"",""Lelliottia"",NA"
"ASV1149,""Bacteria"",""Armatimonadetes"",""Fimbriimonadia"",""Fimbriimonadales"",""Fimbriimonadaceae"",NA,NA"
"ASV1150,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Flavobacteriales"",""Weeksellaceae"",""Chryseobacterium"",NA"
"ASV1151,""Bacteria"",""Patescibacteria"",""Saccharimonadia"",""Saccharimonadales"",NA,NA,NA"
"ASV1152,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",""Spirosomaceae"",""Spirosoma"",NA"
"ASV1153,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Corynebacteriales"",""Corynebacteriaceae"",""Corynebacterium_1"",NA"
"ASV1154,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Flavobacteriales"",""Weeksellaceae"",""Chryseobacterium"",NA"
"ASV1155,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Flavobacteriales"",""Weeksellaceae"",""Chryseobacterium"",NA"
"ASV1156,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Intrasporangiaceae"",""Ornithinicoccus"",NA"
"ASV1157,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Microbacteriaceae"",""Leifsonia"",NA"
"ASV1158,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Sphingomonadales"",""Sphingomonadaceae"",""Sphingomonas"",NA"
"ASV1159,""Bacteria"",""Armatimonadetes"",""Fimbriimonadia"",""Fimbriimonadales"",""Fimbriimonadaceae"",NA,NA"
"ASV1160,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Acetobacterales"",""Acetobacteraceae"",NA,NA"
"ASV1161,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Acetobacterales"",""Acetobacteraceae"",""Acidisphaera"",NA"
"ASV1162,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Acetobacterales"",""Acetobacteraceae"",""Roseomonas"",NA"
"ASV1163,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",""Hymenobacteraceae"",""Hymenobacter"",NA"
"ASV1164,""Bacteria"",""Firmicutes"",""Bacilli"",""Bacillales"",""Bacillaceae"",NA,NA"
"ASV1165,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",""Burkholderiaceae"",""Massilia"",NA"
"ASV1166,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Propionibacteriales"",""Nocardioidaceae"",""Aeromicrobium"",NA"
"ASV1167,""Bacteria"",""Firmicutes"",""Bacilli"",""Lactobacillales"",""Lactobacillaceae"",""Lactobacillus"",""mellis"""
"ASV1168,""Bacteria"",""Firmicutes"",""Bacilli"",""Bacillales"",""Bacillaceae"",""Bacillus"",NA"
"ASV1169,""Bacteria"",""Actinobacteria"",""Coriobacteriia"",""Coriobacteriales"",""Coriobacteriaceae"",""Enorma"",NA"
"ASV1170,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Clostridiaceae_1"",""Clostridium_sensu_stricto_6"",""bornimense"""
"ASV1171,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",""Hymenobacteraceae"",""Hymenobacter"",NA"
"ASV1172,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",""Burkholderiaceae"",""Herminiimonas"",NA"
"ASV1173,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Acetobacterales"",""Acetobacteraceae"",""Acidiphilium"",NA"
"ASV1174,""Bacteria"",""Chloroflexi"",""Chloroflexia"",""Chloroflexales"",""Roseiflexaceae"",NA,NA"
"ASV1175,""Bacteria"",""Actinobacteria"",""Thermoleophilia"",""Solirubrobacterales"",""Solirubrobacteraceae"",NA,NA"
"ASV1176,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Sphingomonadales"",""Sphingomonadaceae"",""Sphingomonas"",NA"
"ASV1177,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",""Burkholderiaceae"",""Pandoraea"",NA"
"ASV1178,""Bacteria"",""Firmicutes"",""Bacilli"",""Lactobacillales"",""Carnobacteriaceae"",""Carnobacterium"",NA"
"ASV1179,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",""Burkholderiaceae"",""Massilia"",NA"
"ASV1180,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Sphingobacteriales"",""Sphingobacteriaceae"",NA,NA"
"ASV1181,""Bacteria"",""Chloroflexi"",""Chloroflexia"",""Chloroflexales"",""Roseiflexaceae"",NA,NA"
"ASV1182,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Sphingomonadales"",""Sphingomonadaceae"",""Rhizorhapis"",NA"
"ASV1183,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Pseudonocardiales"",""Pseudonocardiaceae"",""Pseudonocardia"",NA"
"ASV1184,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Microbacteriaceae"",""Candidatus_Limnoluna"",NA"
"ASV1185,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",""Spirosomaceae"",""Spirosoma"",NA"
"ASV1186,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Chitinophagales"",""Chitinophagaceae"",""Chitinophaga"",NA"
"ASV1187,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Sphingomonadales"",""Sphingomonadaceae"",NA,NA"
"ASV1188,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Acetobacterales"",""Acetobacteraceae"",NA,NA"
"ASV1189,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Propionibacteriales"",""Nocardioidaceae"",""Nocardioides"",""ginkgobilobae"""
"ASV1190,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rhizobiales"",""Beijerinckiaceae"",""Methylobacterium"",NA"
"ASV1191,""Bacteria"",""Deinococcus-Thermus"",""Deinococci"",""Deinococcales"",""Deinococcaceae"",NA,NA"
"ASV1192,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Flavobacteriales"",""Weeksellaceae"",""Chryseobacterium"",NA"
"ASV1193,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"ASV1194,""Bacteria"",""Actinobacteria"",""Actinobacteria"",NA,NA,NA,NA"
"ASV1195,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",""Burkholderiaceae"",NA,NA"
"ASV1196,""Bacteria"",""Actinobacteria"",""Thermoleophilia"",""Gaiellales"",""Gaiellaceae"",""Gaiella"",NA"
"ASV1197,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Corynebacteriales"",""Mycobacteriaceae"",""Mycobacterium"",NA"
"ASV1198,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",""Hymenobacteraceae"",""Hymenobacter"",NA"
"ASV1199,""Bacteria"",""Actinobacteria"",""Coriobacteriia"",""Coriobacteriales"",""Eggerthellaceae"",NA,NA"
"ASV1200,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",""Burkholderiaceae"",NA,NA"
"ASV1201,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Flavobacteriales"",""Weeksellaceae"",""Chryseobacterium"",NA"
"ASV1202,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Sphingobacteriales"",""Sphingobacteriaceae"",""Mucilaginibacter"",NA"
"ASV1203,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micromonosporales"",""Micromonosporaceae"",""Couchioplanes"",NA"
"ASV1204,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Sphingomonadales"",""Sphingomonadaceae"",""Sphingomonas"",NA"
"ASV1205,""Bacteria"",""Firmicutes"",""Bacilli"",""Bacillales"",""Staphylococcaceae"",NA,NA"
"ASV1206,""Bacteria"",""Deinococcus-Thermus"",""Deinococci"",""Deinococcales"",""Deinococcaceae"",""Deinococcus"",NA"
"ASV1207,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",""Burkholderiaceae"",""Noviherbaspirillum"",NA"
"ASV1208,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",""Burkholderiaceae"",""Massilia"",NA"
"ASV1209,""Bacteria"",""Firmicutes"",""Bacilli"",""Lactobacillales"",""Lactobacillaceae"",""Lactobacillus"",NA"
"ASV1210,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Microbacteriaceae"",""Galbitalea"",NA"
"ASV1211,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",""Spirosomaceae"",""Spirosoma"",NA"
"ASV1212,""Bacteria"",""Chloroflexi"",""Chloroflexia"",""Chloroflexales"",""Roseiflexaceae"",NA,NA"
"ASV1213,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Intrasporangiaceae"",""Oryzihumus"",NA"
"ASV1214,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Pseudomonadales"",""Pseudomonadaceae"",""Pseudomonas"",NA"
"ASV1215,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Acetobacterales"",""Acetobacteraceae"",""Acidiphilium"",NA"
"ASV1216,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Brevibacteriaceae"",""Brevibacterium"",NA"
"ASV1217,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Sanguibacteraceae"",""Sanguibacter"",""soli"""
"ASV1218,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Intrasporangiaceae"",""Oryzihumus"",NA"
"ASV1219,""Bacteria"",""Firmicutes"",""Bacilli"",""Lactobacillales"",""Lactobacillaceae"",""Lactobacillus"",""apis"""
"ASV1220,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Sphingobacteriales"",""Sphingobacteriaceae"",NA,NA"
"ASV1221,""Bacteria"",""Actinobacteria"",""Coriobacteriia"",""Coriobacteriales"",""Coriobacteriaceae"",""Enorma"",NA"
"ASV1222,""Bacteria"",""Deinococcus-Thermus"",""Deinococci"",""Deinococcales"",""Deinococcaceae"",""Deinococcus"",NA"
"ASV1223,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",""Hymenobacteraceae"",""Hymenobacter"",NA"
"ASV1224,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Streptomycetales"",""Streptomycetaceae"",""Streptomyces"",NA"
"ASV1225,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Acetobacterales"",""Acetobacteraceae"",""Acidiphilium"",NA"
"ASV1226,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Corynebacteriales"",""Nocardiaceae"",""Williamsia"",NA"
"ASV1227,""Bacteria"",""Actinobacteria"",""Acidimicrobiia"",""Microtrichales"",""Iamiaceae"",""Iamia"",NA"
"ASV1228,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",""Hymenobacteraceae"",""Hymenobacter"",NA"
"ASV1229,""Bacteria"",""Actinobacteria"",""Coriobacteriia"",""Coriobacteriales"",""Coriobacteriaceae"",NA,NA"
"ASV1230,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",""Burkholderiaceae"",""Massilia"",NA"
"ASV1231,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Bifidobacteriales"",""Bifidobacteriaceae"",""Bifidobacterium"",NA"
"ASV1232,""Bacteria"",""Chloroflexi"",""Chloroflexia"",""Chloroflexales"",""Roseiflexaceae"",NA,NA"
"ASV1233,""Bacteria"",""Chloroflexi"",""Chloroflexia"",""Chloroflexales"",""Roseiflexaceae"",NA,NA"
"ASV1234,""Bacteria"",""Deinococcus-Thermus"",""Deinococci"",""Deinococcales"",""Deinococcaceae"",""Deinococcus"",NA"
"ASV1235,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Frankiales"",""Acidothermaceae"",""Acidothermus"",NA"
"ASV1236,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",NA,NA,NA"
"ASV1237,""Bacteria"",""Actinobacteria"",""Coriobacteriia"",""Coriobacteriales"",""Coriobacteriaceae"",""Enorma"",NA"
"ASV1238,""Bacteria"",""Actinobacteria"",""Coriobacteriia"",""Coriobacteriales"",""Coriobacteriales_Incertae_Sedis"",NA,NA"
"ASV1239,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Bifidobacteriales"",""Bifidobacteriaceae"",""Bifidobacterium"",""thermophilum"""
"ASV1240,""Bacteria"",""Firmicutes"",""Bacilli"",""Lactobacillales"",""Lactobacillaceae"",""Lactobacillus"",""agilis"""
"ASV1241,""Bacteria"",""Actinobacteria"",""Coriobacteriia"",""Coriobacteriales"",""Coriobacteriaceae"",""Collinsella"",NA"
"ASV1242,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micromonosporales"",""Micromonosporaceae"",""Micromonospora"",NA"
"ASV1243,""Bacteria"",""Actinobacteria"",""Thermoleophilia"",""Gaiellales"",""Gaiellaceae"",""Gaiella"",NA"
"ASV1244,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Flavobacteriales"",""Weeksellaceae"",""Chryseobacterium"",""ginsenosidimutans"""
"ASV1245,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Brevibacteriaceae"",""Sediminivirga"",NA"
"ASV1246,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",""Burkholderiaceae"",""Variovorax"",""boronicumulans"""
"ASV1247,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rhizobiales"",""Rhizobiaceae"",""Neorhizobium"",NA"
"ASV1248,""Bacteria"",""Actinobacteria"",""Thermoleophilia"",""Gaiellales"",NA,NA,NA"
"ASV1249,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Dermatophilaceae"",NA,NA"
"ASV1250,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Dermatophilaceae"",NA,NA"
"ASV1251,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Streptosporangiales"",""Streptosporangiaceae"",""Thermopolyspora"",NA"
"ASV1252,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Microbacteriaceae"",""Curtobacterium"",""flaccumfaciens"""
"ASV1253,""Bacteria"",""Actinobacteria"",""Coriobacteriia"",""Coriobacteriales"",""Atopobiaceae"",""Olsenella"",NA"
"ASV1254,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Bifidobacteriales"",""Bifidobacteriaceae"",""Bifidobacterium"",NA"
"ASV1255,""Bacteria"",""Acidobacteria"",""Acidobacteriia"",""Acidobacteriales"",""Acidobacteriaceae_(Subgroup_1)"",NA,NA"
"ASV1256,""Bacteria"",""Chloroflexi"",""Chloroflexia"",""Chloroflexales"",""Roseiflexaceae"",NA,NA"
"ASV1257,""Bacteria"",""Actinobacteria"",""Thermoleophilia"",""Gaiellales"",NA,NA,NA"
"ASV1258,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Intrasporangiaceae"",NA,NA"
"ASV1259,""Bacteria"",""Firmicutes"",""Bacilli"",""Bacillales"",""Staphylococcaceae"",""Staphylococcus"",NA"
"ASV1260,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micromonosporales"",""Micromonosporaceae"",""Micromonospora"",NA"
